maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,season,moonrise_time_class,sunrise_time_class,moonset_time_class,sunset_time_class
0.2777777777777778,0.2222222222222222,0,8.7,5,1,97,7,13,13,13,3,23,0.693877551020408,0.0,1017,12,10,209,0.02127659574468085,3,1,1,0,0
0.38888888888888884,0.2777777777777778,0,8.7,5,1,73,8,15,16,15,21,2,0.6020408163265305,0.0,1014,13,10,89,0.2127659574468085,3,1,1,0,0
0.5,0.6388888888888888,0,8.7,7,1,34,22,29,29,26,8,10,0.7755102040816325,0.0,1007,26,10,247,0.10638297872340426,0,2,1,0,0
0.5833333333333334,0.6388888888888888,0,13.1,8,1,0,24,32,32,28,8,34,0.7857142857142856,0.0,1000,27,10,256,0.10638297872340426,2,0,0,1,0
0.7222222222222222,0.7777777777777777,0,13.8,9,8,13,23,39,39,33,12,32,0.5408163265306122,0.0,1002,33,10,84,0.2127659574468085,2,0,0,1,1
0.5,0.6666666666666666,0,12.8,6,8,79,24,38,38,32,15,29,0.6224489795918366,0.0,1000,31,10,270,0.23404255319148937,0,1,0,0,0
0.5,0.49999999999999994,0,11.6,7,6,46,9,23,23,23,19,4,0.4081632653061224,0.0,1013,23,10,197,0.2553191489361702,1,2,1,0,0
0.2777777777777778,0.3333333333333333,0,8.7,5,5,5,2,19,19,19,19,0,0.2959183673469387,0.0,1020,17,10,294,0.2553191489361702,3,0,1,1,0
0.41666666666666663,0.6388888888888888,0,9.5,6,6,60,26,34,34,28,25,63,0.9183673469387754,0.0,994,28,9,105,0.3404255319148936,2,1,0,0,0
0.8055555555555555,0.611111111111111,0,13.0,8,10,16,-4,45,45,44,22,0,0.03061224489795918,0.0,1001,43,10,308,0.40425531914893614,1,2,0,3,0
0.7222222222222222,0.49999999999999994,0,11.6,8,9,38,8,42,42,41,17,0,0.12244897959183673,0.0,1005,39,10,301,0.2978723404255319,1,2,1,0,0
0.4444444444444444,0.4444444444444445,0,8.7,6,7,45,14,31,31,31,6,7,0.3571428571428571,0.0,1008,29,10,54,0.0851063829787234,0,2,1,0,0
0.8055555555555555,0.8333333333333333,0,13.4,9,1,84,18,37,37,35,22,2,0.3571428571428571,0.0,997,35,10,126,0.36170212765957444,1,3,0,2,0
0.7499999999999999,0.8888888888888888,0,13.3,9,1,9,18,40,40,38,2,21,0.2959183673469387,0.0,994,37,10,240,0.02127659574468085,2,2,0,3,1
0.638888888888889,0.6388888888888888,0,13.0,8,1,31,11,27,27,27,18,28,0.3571428571428571,0.0,1006,27,10,77,0.2978723404255319,1,0,0,2,0
0.38888888888888884,0.3333333333333333,0,8.7,6,7,36,15,30,30,30,9,1,0.3775510204081632,0.0,1012,26,10,298,0.14893617021276595,0,2,1,0,0
0.7222222222222222,0.7222222222222221,0,13.2,9,9,52,10,38,38,39,17,9,0.16326530612244897,0.0,1000,38,10,321,0.2765957446808511,1,2,0,0,0
0.7222222222222222,0.5277777777777777,0,13.0,8,8,54,0,37,37,38,2,0,0.07142857142857142,0.0,1007,32,10,180,0.0425531914893617,1,0,0,2,0
0.611111111111111,0.6944444444444443,0,13.3,7,9,12,22,44,44,38,12,45,0.4081632653061224,0.0,996,37,10,108,0.2127659574468085,2,2,0,3,0
0.5277777777777778,0.6944444444444443,0,13.7,7,7,77,25,37,37,31,18,55,0.7142857142857142,0.0,997,30,9,109,0.3191489361702128,2,3,0,2,1
0.6666666666666666,0.861111111111111,0,13.8,9,9,90,22,45,45,39,14,44,0.346938775510204,0.0,997,39,10,81,0.2553191489361702,2,3,0,2,1
0.7222222222222222,0.7499999999999999,0,13.0,9,9,83,-5,35,35,37,25,0,0.05102040816326531,0.0,998,36,10,312,0.3404255319148936,1,3,0,2,0
0.7499999999999999,0.7499999999999999,0,13.3,9,10,75,11,43,43,42,16,9,0.14285714285714285,0.0,1004,41,10,311,0.2978723404255319,1,3,0,2,0
0.7777777777777778,0.8333333333333333,0,13.9,9,10,67,18,46,46,42,12,45,0.23469387755102042,0.0,993,42,10,300,0.2127659574468085,2,3,0,2,1
0.611111111111111,0.7777777777777777,0,13.3,8,1,100,22,41,41,35,15,38,0.44897959183673464,0.0,999,35,10,94,0.2127659574468085,2,1,0,0,1
0.4444444444444444,0.6666666666666666,0,13.3,6,7,52,27,39,39,31,7,55,0.7959183673469387,0.0,996,30,9,151,0.10638297872340426,2,1,0,0,1
0.6666666666666666,0.6944444444444443,0,12.8,8,9,0,6,39,39,39,30,27,0.11224489795918366,0.0,1006,39,10,252,0.5531914893617021,1,0,0,1,0
0.5833333333333334,0.7222222222222221,0,11.9,7,8,54,26,41,41,33,23,24,0.6632653061224489,0.0,995,33,10,82,0.3191489361702128,0,1,0,0,0
0.41666666666666663,0.3888888888888889,0,8.7,6,1,74,5,24,25,24,10,0,0.2755102040816326,0.0,1014,19,10,330,0.10638297872340426,0,1,1,0,0
0.5277777777777778,0.4166666666666667,0,11.6,7,1,70,1,23,23,24,29,5,0.19387755102040816,0.0,1005,24,10,62,0.36170212765957444,1,1,1,0,0
0.5,0.49999999999999994,0,11.6,6,1,0,11,25,25,25,28,5,0.4183673469387755,0.0,1009,24,10,330,0.2978723404255319,1,0,1,1,0
0.38888888888888884,0.3333333333333333,0,8.7,5,6,0,11,26,26,26,5,33,0.3775510204081632,0.0,1013,25,10,164,0.0851063829787234,3,2,1,1,0
0.8055555555555555,0.6666666666666666,0,13.2,9,9,20,12,41,41,40,10,2,0.16326530612244897,0.0,1001,37,10,297,0.19148936170212766,1,0,0,1,0
0.4722222222222222,0.3888888888888889,0,11.6,6,8,0,8,31,31,32,12,7,0.21428571428571427,0.0,1010,31,10,262,0.2127659574468085,1,0,1,1,0
0.4722222222222222,0.611111111111111,0,12.9,7,7,52,25,36,36,30,15,59,0.7142857142857142,0.0,1003,30,10,152,0.2765957446808511,2,0,0,2,0
0.4722222222222222,0.3333333333333333,0,11.6,6,7,27,9,30,30,32,15,0,0.22448979591836735,0.0,1013,29,10,300,0.2553191489361702,1,0,1,1,0
0.5277777777777778,0.6388888888888888,0,12.6,7,1,34,21,31,31,28,20,4,0.6224489795918366,0.0,1007,27,10,278,0.23404255319148937,0,2,0,0,0
0.5277777777777778,0.49999999999999994,0,8.7,7,6,75,14,27,27,27,19,0,0.4183673469387755,0.0,1007,25,10,337,0.19148936170212766,0,3,1,2,0
0.3055555555555556,0.2777777777777778,0,5.7,5,5,51,7,20,20,20,27,15,0.44897959183673464,0.0,1014,19,10,311,0.2765957446808511,3,0,1,2,0
0.7777777777777778,0.7777777777777777,0,12.9,9,1,32,6,33,33,34,15,37,0.15306122448979592,0.0,1001,34,10,105,0.2553191489361702,1,2,0,0,0
0.8055555555555555,0.8333333333333333,0,13.9,9,1,50,12,34,34,35,17,2,0.22448979591836735,0.0,995,33,10,294,0.23404255319148937,2,0,0,2,1
0.5555555555555556,0.49999999999999994,0,11.6,7,1,0,3,25,25,26,22,0,0.21428571428571427,0.0,1005,23,10,331,0.2553191489361702,1,2,1,3,0
0.638888888888889,0.611111111111111,0,12.8,8,1,57,13,27,27,27,22,13,0.4081632653061224,0.0,1004,27,10,44,0.3191489361702128,1,0,0,2,0
0.5,0.47222222222222227,0,11.6,7,7,96,12,27,27,28,15,7,0.3775510204081632,0.0,1007,26,10,344,0.14893617021276595,1,1,1,0,0
0.5,0.5833333333333333,0,12.7,7,1,0,24,31,31,27,13,12,0.7959183673469387,0.0,1007,26,10,250,0.19148936170212766,0,0,0,1,0
0.38888888888888884,0.25,0,8.7,6,6,24,9,22,24,22,11,28,0.4183673469387755,0.0,1008,21,10,156,0.10638297872340426,3,0,1,2,0
0.5555555555555556,0.7222222222222221,0,12.2,7,1,0,24,36,36,31,20,71,0.6632653061224489,0.0,995,31,10,28,0.2765957446808511,2,2,0,3,1
0.7499999999999999,0.611111111111111,0,12.9,8,10,44,4,49,49,46,10,0,0.061224489795918366,0.0,1002,42,10,298,0.19148936170212766,1,0,0,2,0
0.638888888888889,0.7222222222222221,0,12.8,7,8,16,25,38,38,31,12,22,0.7142857142857142,0.0,1000,31,10,90,0.19148936170212766,0,2,0,3,0
0.36111111111111105,0.3333333333333333,0,11.6,6,1,38,6,20,20,20,20,0,0.3775510204081632,0.0,1016,17,10,327,0.2127659574468085,1,2,1,0,0
0.8333333333333334,0.8055555555555555,0,13.3,9,10,86,8,55,55,49,5,1,0.07142857142857142,0.0,1002,45,10,276,0.0851063829787234,1,1,0,0,0
0.3055555555555556,0.3055555555555555,0,8.7,5,1,50,7,19,19,19,17,0,0.43877551020408156,0.0,1011,15,10,345,0.2127659574468085,3,2,1,0,0
0.6944444444444445,0.6944444444444443,0,13.3,8,1,56,18,39,39,37,10,1,0.3061224489795918,0.0,999,34,10,252,0.1702127659574468,1,0,0,2,0
0.5277777777777778,0.5555555555555555,0,8.7,7,1,32,14,30,30,30,4,0,0.3775510204081632,0.0,1013,24,10,79,0.0851063829787234,0,2,1,3,0
0.7499999999999999,0.611111111111111,0,12.9,8,10,71,0,50,50,46,6,0,0.04081632653061225,0.0,1002,42,10,345,0.10638297872340426,1,3,0,2,0
0.4444444444444444,0.5277777777777777,0,12.5,7,1,86,22,26,26,23,13,26,0.8979591836734693,0.0,1005,23,10,279,0.1702127659574468,0,1,0,2,0
0.36111111111111105,0.5833333333333333,0,4.3,6,6,0,24,31,31,27,21,79,0.8571428571428571,0.6,1000,27,8,60,0.2978723404255319,0,2,1,1,0
0.5555555555555556,0.6944444444444443,0,13.0,8,1,42,22,32,32,29,23,49,0.6632653061224489,0.0,1002,29,10,248,0.3829787234042553,2,2,0,0,0
0.4722222222222222,0.5277777777777777,0,8.7,7,1,95,8,24,25,24,5,4,0.32653061224489793,0.0,1012,22,10,291,0.06382978723404255,0,1,1,0,0
0.5555555555555556,0.7777777777777777,0,12.1,8,7,0,24,40,40,33,10,62,0.5918367346938774,0.3,996,33,10,273,0.1702127659574468,2,0,0,3,1
0.33333333333333337,0.3888888888888889,0,8.7,6,7,82,8,29,29,31,4,0,0.22448979591836735,0.0,1015,26,10,329,0.0851063829787234,0,1,1,0,0
0.5555555555555556,0.4166666666666667,0,11.6,7,8,89,10,33,33,34,12,0,0.21428571428571427,0.0,1009,31,10,283,0.19148936170212766,1,1,1,2,0
0.638888888888889,0.6944444444444443,0,12.8,8,1,0,18,32,32,31,20,6,0.4693877551020408,0.0,1002,30,10,266,0.2127659574468085,0,0,0,1,0
0.4444444444444444,0.5277777777777777,0,8.7,7,1,61,13,26,26,25,18,20,0.44897959183673464,0.0,1013,25,10,346,0.19148936170212766,3,0,1,2,0
0.7777777777777778,0.8333333333333333,0,13.8,9,10,88,17,44,44,42,13,13,0.22448979591836735,0.0,993,41,10,51,0.2553191489361702,2,1,0,0,1
0.5,0.6388888888888888,0,13.0,6,7,100,25,37,37,30,7,51,0.7448979591836734,0.0,999,30,10,55,0.1276595744680851,2,1,0,0,0
0.36111111111111105,0.3611111111111111,0,8.7,6,7,39,4,28,28,30,17,0,0.18367346938775508,0.0,1010,28,10,294,0.3191489361702128,0,0,1,2,0
0.2222222222222222,0.11111111111111109,0,8.7,4,4,10,9,13,12,13,7,32,0.7653061224489796,0.0,1020,12,10,294,0.06382978723404255,3,2,1,3,0
0.7222222222222222,0.5277777777777777,0,12.7,8,8,32,-4,33,33,34,16,0,0.07142857142857142,0.0,1008,31,10,307,0.19148936170212766,1,0,0,2,0
0.5277777777777778,0.7222222222222221,0,10.7,8,8,80,23,38,38,33,9,45,0.5612244897959183,0.0,996,32,10,237,0.1276595744680851,2,1,0,0,0
0.861111111111111,0.9999999999999999,0,13.9,9,1,74,14,40,40,40,6,49,0.2040816326530612,0.0,994,40,18,337,0.0851063829787234,2,1,0,0,1
0.4444444444444444,0.4166666666666667,0,8.7,6,7,35,12,28,28,28,7,3,0.36734693877551017,0.0,1009,25,10,234,0.1276595744680851,0,0,1,1,0
0.5833333333333334,0.6666666666666666,0,12.8,8,1,94,25,36,36,30,14,15,0.7448979591836734,0.0,1000,29,10,119,0.1702127659574468,2,1,0,0,0
0.5555555555555556,0.6666666666666666,0,12.8,8,8,82,25,42,42,33,15,34,0.6224489795918366,0.0,1003,33,10,108,0.2765957446808511,2,1,0,0,0
0.4722222222222222,0.4444444444444445,0,8.7,6,1,53,9,23,24,23,14,16,0.38775510204081626,0.0,1010,22,10,123,0.14893617021276595,0,1,1,0,0
0.3055555555555556,0.3333333333333333,0,11.6,6,6,57,7,25,25,25,14,42,0.31632653061224486,0.0,1011,25,10,293,0.2553191489361702,3,0,1,2,0
0.9166666666666666,0.861111111111111,0,13.4,10,11,58,5,56,56,50,17,0,0.05102040816326531,0.0,991,48,10,315,0.3191489361702128,2,2,0,0,0
0.41666666666666663,0.3888888888888889,0,8.7,6,7,74,3,32,32,34,6,0,0.13265306122448978,0.0,1014,30,10,266,0.1276595744680851,0,1,1,0,0
0.19444444444444442,0.16666666666666669,0,8.7,4,1,32,8,15,15,15,6,0,0.6224489795918366,0.0,1017,9,10,325,0.06382978723404255,3,0,1,2,0
0.5555555555555556,0.6388888888888888,0,8.7,7,1,3,11,29,29,30,7,0,0.28571428571428564,0.0,1005,27,10,340,0.0851063829787234,0,2,1,1,0
0.36111111111111105,0.3333333333333333,0,11.6,6,1,38,5,19,19,19,21,0,0.38775510204081626,0.0,1016,16,10,317,0.2127659574468085,1,2,1,0,0
0.888888888888889,0.7777777777777777,0,13.9,9,1,0,4,30,30,32,24,3,0.15306122448979592,0.0,996,31,10,288,0.2765957446808511,2,0,0,3,1
0.7222222222222222,0.7499999999999999,0,13.4,9,9,1,15,41,41,40,13,9,0.22448979591836735,0.0,1000,39,10,105,0.2553191489361702,1,0,0,1,0
0.4722222222222222,0.6666666666666666,0,10.7,6,1,70,27,34,34,28,7,70,0.9591836734693877,0.1,1004,27,2,128,0.10638297872340426,2,1,0,0,0
0.4444444444444444,0.6388888888888888,0,8.6,6,1,45,25,33,33,28,19,78,0.8163265306122448,1.1,995,28,8,199,0.2553191489361702,2,2,0,0,1
0.5277777777777778,0.7222222222222221,0,10.7,8,8,49,24,36,36,31,34,48,0.6530612244897959,0.0,993,31,10,86,0.5744680851063829,2,2,0,0,0
0.5555555555555556,0.6944444444444443,0,13.2,8,1,17,25,34,34,29,20,21,0.7959183673469387,0.0,998,28,10,87,0.2978723404255319,2,2,0,3,0
0.5277777777777778,0.5555555555555555,0,12.8,7,7,61,12,33,33,34,5,1,0.2551020408163265,0.0,1012,29,10,222,0.0851063829787234,1,3,0,2,0
0.2777777777777778,0.3333333333333333,0,8.7,5,6,0,6,25,25,26,15,0,0.26530612244897955,0.0,1014,24,10,313,0.2765957446808511,3,2,1,1,0
0.5277777777777778,0.6666666666666666,0,12.2,6,1,68,25,33,33,28,16,88,0.846938775510204,0.0,995,27,10,186,0.2553191489361702,2,1,0,0,1
0.33333333333333337,0.16666666666666669,0,8.7,5,1,90,12,15,15,15,4,0,0.7857142857142856,0.0,1016,9,10,164,0.0425531914893617,3,1,1,0,0
0.5,0.5277777777777777,0,8.7,7,8,48,21,34,34,31,16,43,0.5408163265306122,0.0,1004,30,10,33,0.19148936170212766,0,1,1,0,0
0.6944444444444445,0.5833333333333333,0,12.7,8,8,7,4,30,30,33,15,0,0.15306122448979592,0.0,1005,30,10,278,0.2765957446808511,1,0,0,1,0
0.7222222222222222,0.7777777777777777,0,13.1,9,1,0,19,34,34,32,16,18,0.4693877551020408,0.0,1002,32,10,101,0.2765957446808511,1,0,0,1,0
0.6666666666666666,0.7222222222222221,0,13.3,7,1,47,27,38,38,30,9,33,0.846938775510204,0.0,995,29,10,33,0.1276595744680851,2,0,0,2,1
0.13888888888888895,0.3055555555555555,0,7.1,4,1,55,14,15,15,15,15,100,0.9387755102040816,0.5,1014,15,10,41,0.23404255319148937,3,2,1,0,0
0.41666666666666663,0.6388888888888888,0,9.4,6,6,97,26,38,38,30,5,62,0.7857142857142856,0.6,996,30,8,207,0.0851063829787234,2,1,0,0,0
0.7499999999999999,0.8055555555555555,0,13.9,9,9,11,18,42,42,39,20,12,0.2755102040816326,0.0,994,39,10,294,0.3829787234042553,2,0,0,1,1
0.19444444444444442,0.3055555555555555,0,8.7,5,6,54,7,21,22,21,22,0,0.3775510204081632,0.0,1016,21,10,300,0.3829787234042553,3,2,1,0,0
0.8055555555555555,0.611111111111111,0,13.1,8,1,71,7,33,33,35,12,6,0.17346938775510204,0.0,1001,33,10,168,0.1276595744680851,1,0,0,2,0
0.5833333333333334,0.6944444444444443,0,13.1,8,1,100,26,39,39,31,14,23,0.7653061224489796,0.0,998,30,10,230,0.19148936170212766,2,3,0,2,0
0.7777777777777778,0.8055555555555555,0,13.4,9,1,28,13,41,41,40,6,8,0.17346938775510204,0.0,999,39,10,34,0.10638297872340426,2,2,0,0,0
0.5555555555555556,0.6666666666666666,0,13.2,7,8,63,23,39,39,33,24,25,0.5612244897959183,0.0,996,33,10,77,0.44680851063829785,2,1,0,0,0
0.4444444444444444,0.6388888888888888,0,9.8,6,7,73,24,34,34,29,26,35,0.7448979591836734,0.0,999,29,10,54,0.3191489361702128,2,3,0,2,1
0.5555555555555556,0.49999999999999994,0,11.6,7,8,79,12,31,31,31,12,19,0.2959183673469387,0.0,1004,30,10,279,0.14893617021276595,1,3,1,2,0
0.638888888888889,0.6666666666666666,0,12.7,8,1,1,2,29,29,31,12,0,0.13265306122448978,0.0,1006,31,10,338,0.14893617021276595,1,0,0,1,0
0.5,0.611111111111111,0,8.7,7,7,43,14,29,29,29,16,11,0.39795918367346933,0.0,1009,29,10,266,0.19148936170212766,0,0,1,2,0
0.4444444444444444,0.3888888888888889,0,8.7,6,7,0,17,35,35,33,2,0,0.3775510204081632,0.0,1014,28,10,92,0.02127659574468085,0,0,1,1,0
0.33333333333333337,0.4444444444444445,0,8.7,6,1,45,17,24,26,24,7,0,0.6326530612244897,0.0,1018,19,10,16,0.1276595744680851,0,0,1,2,0
0.5833333333333334,0.611111111111111,0,8.7,8,8,56,14,32,32,33,8,33,0.3061224489795918,0.0,1007,32,10,350,0.0851063829787234,0,1,1,0,0
0.6666666666666666,0.6944444444444443,0,13.4,8,9,30,15,40,40,39,6,51,0.23469387755102042,0.0,997,38,10,110,0.10638297872340426,2,0,0,1,0
0.7222222222222222,0.8055555555555555,0,12.8,9,10,36,8,41,41,41,18,3,0.12244897959183673,0.0,1004,41,10,327,0.3191489361702128,1,2,0,0,0
0.4444444444444444,0.47222222222222227,0,11.6,7,1,75,4,21,22,21,18,7,0.3061224489795918,0.0,1012,21,11,193,0.19148936170212766,1,1,1,0,0
0.7222222222222222,0.5555555555555555,0,12.9,8,10,93,5,46,46,44,6,2,0.08163265306122448,0.0,1006,40,10,263,0.10638297872340426,1,1,0,0,0
0.5833333333333334,0.47222222222222227,0,12.7,7,1,3,12,28,28,28,9,1,0.38775510204081626,0.0,1011,24,10,349,0.14893617021276595,1,0,0,3,0
0.5555555555555556,0.6666666666666666,0,12.8,7,8,0,25,42,42,34,6,34,0.5510204081632653,0.0,1001,34,10,193,0.10638297872340426,0,0,0,1,0
0.5555555555555556,0.611111111111111,0,12.4,7,8,84,13,32,32,33,17,6,0.2959183673469387,0.0,1005,32,10,268,0.3191489361702128,0,1,0,0,0
0.5833333333333334,0.7499999999999999,0,13.3,8,1,9,25,36,36,30,16,45,0.7244897959183673,0.0,996,30,10,308,0.2553191489361702,2,2,0,3,1
0.5,0.5555555555555555,0,12.6,6,1,19,27,35,35,29,6,3,0.8979591836734693,0.0,1003,26,10,280,0.0851063829787234,0,0,0,1,0
0.7777777777777778,0.7499999999999999,0,13.9,9,1,17,10,32,32,33,13,8,0.23469387755102042,0.0,998,32,10,302,0.1702127659574468,2,0,0,1,1
0.36111111111111105,0.5833333333333333,0,7.2,7,7,43,23,32,32,29,12,43,0.7040816326530611,0.0,1007,28,10,97,0.23404255319148937,0,2,1,0,0
0.2777777777777778,0.2222222222222222,0,8.7,5,4,89,10,19,19,19,7,0,0.5612244897959183,0.0,1022,14,10,347,0.1276595744680851,3,3,1,2,0
0.5277777777777778,0.5555555555555555,0,8.7,7,1,45,10,26,26,27,18,0,0.346938775510204,0.0,1006,23,10,279,0.19148936170212766,0,0,1,1,0
0.5277777777777778,0.6666666666666666,0,13.1,7,7,55,25,41,41,33,15,59,0.6122448979591836,0.0,999,33,9,158,0.2553191489361702,2,0,0,2,0
0.5833333333333334,0.7499999999999999,0,12.8,8,1,32,25,37,37,31,14,29,0.693877551020408,0.0,997,31,10,111,0.19148936170212766,0,2,0,0,0
0.611111111111111,0.7222222222222221,0,13.9,8,1,20,23,36,36,31,13,46,0.6020408163265305,1.5,999,31,8,258,0.14893617021276595,2,2,0,3,1
0.6666666666666666,0.8333333333333333,0,13.9,9,1,4,21,39,39,35,15,19,0.4285714285714285,0.0,997,35,10,83,0.2553191489361702,2,2,0,3,1
0.3055555555555556,0.3055555555555555,0,8.7,5,7,31,6,27,27,29,9,0,0.22448979591836735,0.0,1019,25,10,299,0.1702127659574468,3,2,1,3,0
0.19444444444444442,0.25,0,8.7,5,1,69,5,15,15,15,7,1,0.4999999999999999,0.0,1017,15,10,248,0.10638297872340426,3,1,1,0,0
0.7777777777777778,0.611111111111111,0,13.1,8,1,1,6,31,31,33,12,2,0.17346938775510204,0.0,1001,30,10,320,0.1276595744680851,1,0,0,1,0
0.4444444444444444,0.49999999999999994,0,8.7,7,6,61,10,27,27,28,8,0,0.3061224489795918,0.0,1012,25,10,316,0.10638297872340426,0,3,1,2,0
0.4444444444444444,0.3333333333333333,0,11.5,6,1,79,7,20,20,20,28,12,0.4285714285714285,0.0,1007,19,10,52,0.2765957446808511,3,1,1,0,0
0.13888888888888895,0.1388888888888889,0,8.7,4,1,0,0,14,14,14,12,0,0.3775510204081632,0.0,1016,10,10,316,0.14893617021276595,3,0,1,1,0
0.5833333333333334,0.49999999999999994,0,11.6,7,7,14,15,33,33,33,8,0,0.33673469387755095,0.0,1011,29,10,163,0.14893617021276595,1,0,1,1,0
0.4444444444444444,0.49999999999999994,0,8.7,7,7,61,10,29,29,30,8,0,0.2755102040816326,0.0,1011,27,10,311,0.1276595744680851,0,3,1,2,0
0.2777777777777778,0.19444444444444448,0,11.6,4,1,100,13,15,16,15,6,8,0.9081632653061223,0.0,1014,12,5,123,0.06382978723404255,3,1,1,0,0
0.16666666666666663,0.16666666666666669,0,8.7,4,1,72,5,16,16,16,9,0,0.4795918367346938,0.0,1018,11,10,320,0.10638297872340426,3,1,1,0,0
0.861111111111111,0.7777777777777777,0,13.4,9,11,58,0,50,50,46,22,0,0.04081632653061225,0.0,997,46,10,317,0.40425531914893614,1,2,0,0,0
0.5833333333333334,0.6388888888888888,0,11.6,8,8,52,20,41,41,37,7,3,0.36734693877551017,0.0,1006,34,10,281,0.1276595744680851,0,2,1,0,0
0.36111111111111105,0.3333333333333333,0,8.7,6,5,0,16,23,25,23,9,0,0.6122448979591836,0.0,1014,20,10,51,0.10638297872340426,0,2,1,1,0
0.5277777777777778,0.7222222222222221,0,13.3,8,1,14,26,36,36,29,17,47,0.7959183673469387,0.0,996,29,10,30,0.23404255319148937,2,2,0,3,1
0.8055555555555555,0.8333333333333333,0,13.4,9,1,34,18,39,39,37,14,10,0.3061224489795918,0.0,1001,36,10,19,0.2127659574468085,1,0,0,1,0
0.4444444444444444,0.5277777777777777,0,8.7,7,7,48,21,30,30,28,12,19,0.6428571428571428,0.0,1012,27,10,106,0.23404255319148937,0,0,1,2,0
0.8055555555555555,0.861111111111111,0,13.9,9,10,14,14,44,44,43,19,10,0.17346938775510204,0.0,996,42,10,290,0.36170212765957444,2,0,0,1,1
0.5277777777777778,0.6388888888888888,0,10.5,7,6,47,23,33,33,29,16,74,0.7244897959183673,0.1,1003,28,10,124,0.19148936170212766,0,2,0,0,0
0.6944444444444445,0.5555555555555555,0,12.8,8,9,75,7,42,42,41,14,3,0.11224489795918366,0.0,1003,40,10,318,0.2553191489361702,1,3,0,2,0
0.6666666666666666,0.5555555555555555,0,12.8,8,9,81,-4,37,37,38,23,0,0.05102040816326531,0.0,1005,38,10,290,0.40425531914893614,1,1,0,0,0
0.19444444444444442,0.1388888888888889,0,8.7,4,1,39,8,16,17,16,3,0,0.5816326530612245,0.0,1017,11,10,194,0.0425531914893617,3,0,1,2,0
0.7777777777777778,0.49999999999999994,0,12.8,8,9,24,-2,39,39,39,11,8,0.061224489795918366,0.0,1010,38,10,193,0.2127659574468085,1,0,0,1,0
0.4444444444444444,0.4444444444444445,0,8.7,6,7,21,13,33,33,33,2,1,0.2959183673469387,0.0,1013,28,10,302,0.0425531914893617,0,2,1,3,0
0.8333333333333334,0.861111111111111,0,13.4,9,10,100,11,42,42,42,22,5,0.15306122448979592,0.0,992,41,10,266,0.3829787234042553,2,3,0,0,0
0.8333333333333334,0.6666666666666666,0,13.1,9,9,59,6,37,37,38,16,0,0.12244897959183673,0.0,1002,35,10,349,0.2127659574468085,1,1,0,0,0
0.38888888888888884,0.3055555555555555,0,8.7,6,5,62,11,18,18,18,23,10,0.6428571428571428,0.0,1015,17,10,128,0.2978723404255319,3,2,1,0,0
0.638888888888889,0.7222222222222221,0,13.9,8,9,6,21,43,43,38,18,21,0.346938775510204,0.0,996,38,10,277,0.3404255319148936,2,2,0,3,1
0.3055555555555556,0.16666666666666669,0,8.7,5,1,50,9,16,16,16,17,0,0.6326530612244897,0.0,1014,13,10,341,0.1702127659574468,3,2,1,0,0
0.2777777777777778,0.3888888888888889,0,11.6,6,1,57,7,19,19,19,20,41,0.4591836734693877,0.0,1017,18,10,16,0.23404255319148937,3,2,1,0,0
0.611111111111111,0.611111111111111,0,8.7,7,1,48,19,28,28,27,16,35,0.6122448979591836,0.0,1009,26,10,113,0.19148936170212766,0,2,1,0,0
0.7777777777777778,0.8333333333333333,0,13.9,9,1,67,19,38,38,35,7,13,0.3775510204081632,0.0,997,34,10,207,0.1276595744680851,2,3,0,2,1
0.4444444444444444,0.49999999999999994,0,8.7,7,7,68,12,28,28,29,10,7,0.346938775510204,0.0,1011,27,10,1,0.1276595744680851,0,1,1,0,0
0.11111111111111116,0.2777777777777778,0,8.7,5,5,7,7,17,17,17,14,51,0.5306122448979591,0.0,1016,17,10,254,0.19148936170212766,3,0,1,1,0
0.5277777777777778,0.5555555555555555,0,13.0,7,8,76,14,33,33,33,24,18,0.3061224489795918,0.0,1007,33,10,106,0.44680851063829785,1,1,0,0,0
0.5555555555555556,0.4166666666666667,0,11.6,6,8,78,7,30,30,31,15,21,0.21428571428571427,0.0,1005,31,10,252,0.19148936170212766,1,3,1,2,0
0.7222222222222222,0.7499999999999999,0,13.4,9,1,0,19,35,35,33,5,4,0.43877551020408156,0.0,997,30,10,99,0.0851063829787234,2,0,0,1,0
0.25,0.25,0,8.7,5,1,13,9,18,18,18,10,0,0.5510204081632653,0.0,1018,14,10,224,0.1702127659574468,3,2,1,3,0
0.7499999999999999,0.5833333333333333,0,13.0,8,1,8,-8,28,28,30,21,0,0.061224489795918366,0.0,1005,27,10,296,0.23404255319148937,1,2,0,3,0
0.36111111111111105,0.3333333333333333,0,8.7,5,1,81,12,20,23,20,11,0,0.5918367346938774,0.0,1012,17,10,289,0.19148936170212766,3,3,1,2,0
0.861111111111111,0.8888888888888888,0,13.3,10,10,24,-5,42,42,41,27,0,0.03061224489795918,0.0,995,40,10,308,0.3404255319148936,1,2,0,0,0
0.5,0.6388888888888888,0,12.5,6,1,40,24,30,30,26,9,54,0.8877551020408162,0.2,1005,26,10,95,0.1276595744680851,0,0,0,2,0
